machine_id,reading_time,vibration,temperature,rpm
1,2024-01-10,1.8424631446609974,42.869156907038814,959.4656076853981
1,2024-01-15,2.4043202341534826,41.69723688931825,1031.6170117207805
1,2024-01-20,2.0210444162004966,38.809789842591826,1011.3222565356208
1,2024-01-25,1.9941434169418173,41.306417504136625,972.1316611825459
1,2024-01-30,1.6204723286926137,39.53004579860665,1003.4538741305103
1,2024-02-04,2.439725383690477,42.548161200445996,1053.1202018254407
1,2024-02-09,2.552916878947596,42.63262151408183,1046.814926682061
1,2024-02-14,2.8007476108997316,39.65287229585317,1014.4300492471729
1,2024-02-19,1.9852421738174968,40.14160761358836,1012.7261021669034
1,2024-02-24,2.344422155590405,43.513413813473974,1003.4720412732961
1,2024-02-29,2.4160309519105247,42.57174429663685,1029.3788257086478
1,2024-03-05,2.4162551571722357,40.652465699720906,1012.7590588644978
1,2024-03-10,2.919971375410182,43.16599280163868,1009.355895065263
1,2024-03-15,3.1112476641048867,42.63933019649047,1006.6578488097786
1,2024-03-20,3.004050833022219,43.66548456133657,1052.6705644122426
1,2024-03-25,2.7198699936307134,44.556064713858405,979.4376845882492
1,2024-03-30,3.5827665607613164,45.61916125929833,1005.8611849129114
1,2024-04-04,3.433372676757119,44.49964854557358,980.893071105646
1,2024-04-09,3.521669099328678,44.616968194059574,984.5191413850699
1,2024-04-14,3.1934364194261025,44.81820225425029,1009.2191123084059
1,2024-04-19,3.1087715273303083,44.71948722534724,973.8009862557506
1,2024-04-24,4.3214551893279465,44.392943819426925,983.6529168975434
1,2024-04-29,3.597246155353383,43.839621878793835,986.7452337324357
1,2024-05-04,3.5314006237309394,47.528180131338544,978.9079106106633
1,2024-05-09,3.511305809470552,46.449094837981654,1024.7403214587293
1,2024-05-14,3.284385101705622,43.10117635603508,1029.6065712234433
1,2024-05-19,3.552033828543674,47.37627675202282,973.5624609873312
1,2024-05-24,3.648841058753427,47.93150001955667,999.5623825132247
1,2024-05-29,4.0715353388895625,48.486465913575984,1000.561989266964
1,2024-06-03,3.627175250861523,47.32052093412499,1017.1500650317622
1,2024-06-08,4.321048004872826,49.12740277846329,985.5940401428237
1,2024-06-13,4.042307540510169,49.13516994641565,950.6060226986481
1,2024-06-18,4.5425431160035945,50.07709874130537,1004.1130026801334
1,2024-06-23,3.827228967093868,48.10267144756156,989.5507704093484
1,2024-06-28,3.8156082497301615,49.493536230994664,1020.0097121552421
1,2024-07-03,4.44298653265038,51.03625696938306,978.7033769427399
1,2024-07-08,4.380106634361635,51.460952401899064,1017.0799557298981
1,2024-07-13,5.070824732540104,48.65891360568133,978.1211918186306
1,2024-07-18,4.647937439072381,50.38738649433092,973.3985186897044
1,2024-07-23,4.663646589040991,51.98577575531398,1019.168276724266
1,2024-07-28,4.929998116276548,55.55054693115643,973.6285967848378
1,2024-08-02,5.024335350693651,51.21571154112417,1008.2670817524729
1,2024-08-07,4.2957994657717435,50.23581302289953,1027.2886689464065
1,2024-08-12,5.296814150593375,51.77377792579788,968.5837603294477
1,2024-08-17,5.010223634202387,52.34069257821973,1012.1395141913725
1,2024-08-22,4.977521425990092,52.13735993186562,1006.8318161189743
1,2024-08-27,5.251604560642725,52.67868444240015,995.6508604619195
1,2024-09-01,5.0766008776716385,52.70990632905173,965.0186113165678
1,2024-09-06,5.616570169739039,52.64756839540058,1012.7022510180395
1,2024-09-11,5.032104122549499,52.14179675592686,979.458764821288
1,2024-09-16,5.559589745793196,56.367016652815245,986.6611325008697
1,2024-09-21,4.985605208056416,52.87317603716044,1003.9069294509394
1,2024-09-26,5.5120509512503695,53.21581257946699,1001.3670250220766
1,2024-10-01,5.507314337129903,52.72035033861023,1024.0276088843539
1,2024-10-06,5.74358025188818,55.005881600052184,1007.0883917023932
1,2024-10-11,5.203029511135465,54.25656498822498,1015.5364600885121
1,2024-10-16,6.198736028297155,55.11561180518631,992.5095688181906
1,2024-10-21,5.516744755100241,55.45564664342269,990.2756542849376
1,2024-10-26,5.715338074027697,57.150419023837756,1035.6258215405273
1,2024-10-31,5.837871190096531,53.84114054190769,993.1374187179181
1,2024-11-05,6.222777920734012,58.9153826441028,973.463364677282
1,2024-11-10,6.731196931106376,58.61269549090322,985.8466106876244
1,2024-11-15,6.162378879863508,56.080337490616394,989.014941852714
1,2024-11-20,6.644107369483106,56.630202775661466,1002.7840822191363
1,2024-11-25,6.286243009565396,58.32116007628823,1063.7406667614594
1,2024-11-30,6.477303850822924,58.659871729718624,1002.963634627583
1,2024-12-05,6.623768384626086,59.47154059514946,1012.156770806696
1,2024-12-10,6.898794933738776,58.696640835390674,994.5807547566452
1,2024-12-15,6.9986394721653795,59.30047220346247,977.1010295985719
1,2024-12-20,6.903422232338668,58.08655316602046,974.6523539697533
1,2024-12-25,7.163583954038518,57.241245648484615,1031.098453532732
1,2024-12-30,6.568653598058873,59.40942260812195,965.6715110811206
1,2025-01-04,7.0903375028112094,59.45018979066825,998.1984273363959
2,2024-01-28,1.8482359840297118,42.517458264734344,962.5106225028097
2,2024-02-02,1.9677394165160977,41.18345112571396,1009.8428206787332
2,2024-02-07,1.8463901747435663,38.91740617192717,1007.2613920667462
2,2024-02-12,2.1981544072711703,43.01364675909956,1012.6570487476542
2,2024-02-17,1.9330043211324952,40.11950927705562,983.1452980702616
2,2024-02-22,2.63817772903678,44.522294941783535,1002.071361688847
2,2024-02-27,2.994168691730607,42.37562163686972,999.7143890458981
2,2024-03-03,3.403253403236069,47.47957125708529,993.1482226353871
2,2024-03-08,3.293298212462146,47.594515263720595,1008.0916579023504
2,2024-03-13,3.6375121195056503,46.22736367472883,1001.1114431388794
2,2024-03-18,3.5411996889161768,45.33435583919,972.8642903116288
2,2024-03-23,3.6887479609661145,44.93757995788197,1008.9101380256277
2,2024-03-28,3.3892287781526225,46.83496992194739,1009.1688259312396
2,2024-04-02,3.4570831820467562,49.52449195290244,996.7226947307406
2,2024-04-07,4.690615153692978,47.000514748968804,1016.6391637314903
2,2024-04-12,3.8087556331762733,48.5055131123902,1028.8749441937152
